Date,Catégorie,Produit,Prix moyen,Lieu ,Disponibilité,Evolution du prix,Zone de disponibilité
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME BETE BETE (kg),300,ABIDJAN,Bonne,bas et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME KLEGLE (kg),500,ABIDJAN,Moyen,dents de scie
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POMME DE TERRE (kg),500,ABIDJAN,Bonne,Moyen et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,AVOCAT (kg),350,ABIDJAN,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,MANGUES,400,ABIDJAN,Bonne
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POULET DE CHAIR (kg),2000,ABIDJAN,moyenne,hausse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,OIGNON BLANC  (kg),500,ABIDJAN,Bonne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,OIGNON VIOLET - NIGER-BF (kg),500,ABIDJAN,Bonne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,TOMATE TYPE SALADE  (kg) ,600,ABIDJAN,Moyen,Baisse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,GOMBO (kg),400,ABIDJAN,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,AUBERGINE N'DROWA  (kg),300,ABIDJAN,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CAROTTE (kg),900,ABIDJAN,Moyen,Moyen
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POIVRON (kg) ,600,ABIDJAN,Moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CONCOMBRE (kg),300,ABIDJAN,moyenne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,COURGETTE (kg),250,ABIDJAN,Bonne,Baisse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CHOU (kg),400,ABIDJAN,En hausse,En hausse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,GRAINE DE PALME  (kg),300,ABIDJAN,Moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME BETE BETE (kg),300,SAN-PÉDRO,Bonne,bas et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME KLEGLE (kg),400,SAN-PÉDRO,Moyen,dents de scie
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POMME DE TERRE (kg),500,SAN-PÉDRO,Bonne,Moyen et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,AVOCAT (kg),400,SAN-PÉDRO,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,MANGUES,,SAN-PÉDRO,Bonne
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POULET DE CHAIR (kg),2100,SAN-PÉDRO,moyenne,hausse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,OIGNON BLANC  (kg),500,SAN-PÉDRO,Bonne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,OIGNON VIOLET - NIGER-BF (kg),500,SAN-PÉDRO,Bonne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,TOMATE TYPE SALADE  (kg) ,600,SAN-PÉDRO,Moyen,Baisse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,GOMBO (kg),400,SAN-PÉDRO,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,AUBERGINE N'DROWA  (kg),300,SAN-PÉDRO,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CAROTTE (kg),1000,SAN-PÉDRO,Moyen,Moyen
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POIVRON (kg) ,800,SAN-PÉDRO,Moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CONCOMBRE (kg),350,SAN-PÉDRO,moyenne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,COURGETTE (kg),250,SAN-PÉDRO,Bonne,Baisse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CHOU (kg),400,SAN-PÉDRO,En hausse,En hausse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,GRAINE DE PALME  (kg),200,SAN-PÉDRO,Moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME BETE BETE (kg),300,BOUAKÉ,Bonne,bas et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME KLEGLE (kg),500,BOUAKÉ,Moyen,dents de scie
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POMME DE TERRE (kg),500,BOUAKÉ,Bonne,Moyen et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,AVOCAT (kg),300,BOUAKÉ,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,MANGUES,,BOUAKÉ,Bonne
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POULET DE CHAIR (kg),2200,BOUAKÉ,moyenne,hausse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,OIGNON BLANC  (kg),450,BOUAKÉ,Bonne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,OIGNON VIOLET - NIGER-BF (kg),450,BOUAKÉ,Bonne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,TOMATE TYPE SALADE  (kg) ,800,BOUAKÉ,Moyen,Baisse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,GOMBO (kg),500,BOUAKÉ,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,AUBERGINE N'DROWA  (kg),200,BOUAKÉ,moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CAROTTE (kg),1300,BOUAKÉ,Moyen,Moyen
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POIVRON (kg) ,700,BOUAKÉ,Moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CONCOMBRE (kg),350,BOUAKÉ,moyenne,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,COURGETTE (kg),350,BOUAKÉ,Bonne,Baisse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,CHOU (kg),350,BOUAKÉ,En hausse,En hausse
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,GRAINE DE PALME  (kg),500,BOUAKÉ,Moyen,stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME BETE BETE (kg),350,YAKRO,Bonne,bas et stable
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,IGNAME KLEGLE (kg),600,YAKRO,Moyen,dents de scie
2022-07-03,LES BONS CRENEAUX DE LA PERIODE,POMME DE TERRE (kg),500,YAKRO,Bonne,Moyen et stable
