geometry,@id,Catégorie,Lieu,id
"{""type"":""Point"",""coordinates"":[-3.9780821,5.4011881]}",node/6910797796,Arrêt de bus,Pharmacie 8e Tranche,node/6910797796
"{""type"":""Point"",""coordinates"":[-3.9774813,5.3980732]}",node/6910797797,Arrêt de bus,NSIA Angre,node/6910797797
"{""type"":""Point"",""coordinates"":[-3.9767678,5.3954028]}",node/6910797798,Arrêt de bus,Pharmacie les Arums,node/6910797798
"{""type"":""Point"",""coordinates"":[-3.9761992,5.3932466]}",node/6910797799,Arrêt de bus,Eglise El Bethel,node/6910797799
"{""type"":""Point"",""coordinates"":[-3.971504,5.3946558]}",node/6910797800,Arrêt de bus,Ecole Michel Yakice,node/6910797800
"{""type"":""Point"",""coordinates"":[-3.9649835,5.4000986]}",node/6910797801,Arrêt de bus,Cite Diaspora,node/6910797801
"{""type"":""Point"",""coordinates"":[-3.9624552,5.4022708]}",node/6910797802,Arrêt de bus,Pharmacie Analya,node/6910797802
"{""type"":""Point"",""coordinates"":[-3.9621804,5.4021884]}",node/6910797803,Arrêt de bus,Cite GESTOCI,node/6910797803
"{""type"":""Point"",""coordinates"":[-3.9570893,5.399963]}",node/6910797804,Arrêt de bus,Terminus CHU Angre,node/6910797804
"{""type"":""Point"",""coordinates"":[-4.0019175,5.4154487]}",node/6910797805,Arrêt de bus,Ivograin,node/6910797805
"{""type"":""Point"",""coordinates"":[-3.959247,5.400419]}",node/6910797807,Arrêt de bus,Arret Espace Bessikoi,node/6910797807
"{""type"":""Point"",""coordinates"":[-3.9696251,5.3958895]}",node/6910797810,Arrêt de bus,Arret Programme 6,node/6910797810
"{""type"":""Point"",""coordinates"":[-3.9754723,5.3929542]}",node/6910797812,Arrêt de bus,Fred et Poppee,node/6910797812
"{""type"":""Point"",""coordinates"":[-3.9773545,5.3969496]}",node/6910797814,Arrêt de bus,Roi du Pain,node/6910797814
"{""type"":""Point"",""coordinates"":[-3.9780332,5.399684]}",node/6910797815,Arrêt de bus,Station Total Angre,node/6910797815
"{""type"":""Point"",""coordinates"":[-3.9783543,5.4016887]}",node/6910797816,Arrêt de bus,Orca Angre,node/6910797816
"{""type"":""Point"",""coordinates"":[-3.9911934,5.4070126]}",node/6910797819,Arrêt de bus,Arret Jubile,node/6910797819
"{""type"":""Point"",""coordinates"":[-3.9941237,5.4103992]}",node/6910797820,Arrêt de bus,Arrêt,node/6910797820
"{""type"":""Point"",""coordinates"":[-3.9952985,5.4135935]}",node/6910797821,Arrêt de bus,Carrefour Angre,node/6910797821
"{""type"":""Point"",""coordinates"":[-4.0029871,5.3278806]}",node/6912410271,Arrêt de bus,Hotel Ivoire,node/6912410271
"{""type"":""Point"",""coordinates"":[-4.0045047,5.3327049]}",node/6912410273,Arrêt de bus,Lycee Classique Cocody,node/6912410273
"{""type"":""Point"",""coordinates"":[-4.0012852,5.3580305]}",node/6912729876,Arrêt de bus,Eglise St Jacques,node/6912729876
"{""type"":""Point"",""coordinates"":[-3.9987263,5.3601021]}",node/6912729877,Arrêt de bus,Socitech,node/6912729877
"{""type"":""Point"",""coordinates"":[-3.9976005,5.3648215]}",node/6912729878,Arrêt de bus,Farandole,node/6912729878
"{""type"":""Point"",""coordinates"":[-3.9983363,5.3673507]}",node/6912729879,Arrêt de bus,Station Mobile,node/6912729879
"{""type"":""Point"",""coordinates"":[-3.9984268,5.3718047]}",node/6912729880,Arrêt de bus,SOCOCE 2 Pltx,node/6912729880
"{""type"":""Point"",""coordinates"":[-3.9985727,5.3753176]}",node/6912729882,Arrêt de bus,Carrefour Gobelet,node/6912729882
"{""type"":""Point"",""coordinates"":[-3.9977908,5.377498]}",node/6912729883,Arrêt de bus,Carrefour Duncan,node/6912729883
"{""type"":""Point"",""coordinates"":[-3.9940917,5.3811757]}",node/6912729884,Arrêt de bus,Las Palmas,node/6912729884
"{""type"":""Point"",""coordinates"":[-4.0765581,5.3373258]}",node/6912805207,Arrêt de bus,EPP SICOGI 3,node/6912805207
"{""type"":""Point"",""coordinates"":[-4.0753033,5.338402]}",node/6912805208,Arrêt de bus,Patisserie SICOGI,node/6912805208
"{""type"":""Point"",""coordinates"":[-4.0652151,5.3467361]}",node/6912805209,Arrêt de bus,Arret Cine Cool Rue princesse,node/6912805209
"{""type"":""Point"",""coordinates"":[-4.0599957,5.3408074]}",node/6912805210,Arrêt de bus,Nouveau Quartier FRCI,node/6912805210
"{""type"":""Point"",""coordinates"":[-4.0585186,5.3404419]}",node/6912805211,Arrêt de bus,Marche Nouveau Quartier,node/6912805211
"{""type"":""Point"",""coordinates"":[-4.0549944,5.3373205]}",node/6912805212,Arrêt de bus,Pharmacie Sacre Cœur,node/6912805212
"{""type"":""Point"",""coordinates"":[-4.0550186,5.3337105]}",node/6912805213,Arrêt de bus,Poste Toit Rouge,node/6912805213
"{""type"":""Point"",""coordinates"":[-4.0354465,5.3104606]}",node/6912805219,Arrêt de bus,Gare Terrestre Abobodoume,node/6912805219
"{""type"":""Point"",""coordinates"":[-3.9932072,5.3850099]}",node/6912820385,Arrêt de bus,CERAO,node/6912820385
"{""type"":""Point"",""coordinates"":[-3.9927228,5.3888618]}",node/6912820386,Arrêt de bus,Residence les Perles,node/6912820386
"{""type"":""Point"",""coordinates"":[-3.9922221,5.3930931]}",node/6912820387,Arrêt de bus,Residences Stars,node/6912820387
"{""type"":""Point"",""coordinates"":[-3.9920812,5.3942099]}",node/6912820388,Arrêt de bus,Glacier les Oscars,node/6912820388
"{""type"":""Point"",""coordinates"":[-3.9918029,5.3965613]}",node/6912820389,Arrêt de bus,Residence les Papayers,node/6912820389
"{""type"":""Point"",""coordinates"":[-3.9913142,5.4005941]}",node/6912820390,Arrêt de bus,City Dia,node/6912820390
"{""type"":""Point"",""coordinates"":[-3.9909124,5.4038172]}",node/6912820391,Arrêt de bus,Petro Ivoire Angre,node/6912820391
"{""type"":""Point"",""coordinates"":[-3.9882535,5.4042033]}",node/6912820392,Arrêt de bus,Ecole Primaire Notre Dame,node/6912820392
"{""type"":""Point"",""coordinates"":[-3.9819702,5.4034713]}",node/6912820393,Arrêt de bus,FIDRA,node/6912820393
"{""type"":""Point"",""coordinates"":[-3.9764026,5.4033371]}",node/6912820394,Arrêt de bus,Terminus Djibi,node/6912820394
"{""type"":""Point"",""coordinates"":[-3.9728354,5.4006902]}",node/6912820395,Arrêt de bus,Soleil 2,node/6912820395
"{""type"":""Point"",""coordinates"":[-3.9694727,5.3971939]}",node/6912820396,Arrêt de bus,Residence Madinah,node/6912820396
"{""type"":""Point"",""coordinates"":[-3.9810393,5.4031753]}",node/6912820400,Arrêt de bus,Pharmacie Ste Harmonie,node/6912820400
"{""type"":""Point"",""coordinates"":[-3.9856793,5.4037772]}",node/6912820401,Arrêt de bus,Arret Al Diwan,node/6912820401
"{""type"":""Point"",""coordinates"":[-3.9920629,5.3926283]}",node/6912820406,Arrêt de bus,Ambassade de Chine,node/6912820406
"{""type"":""Point"",""coordinates"":[-3.9930996,5.3845481]}",node/6912820408,Arrêt de bus,Opéra,node/6912820408
"{""type"":""Point"",""coordinates"":[-3.9970644,5.3779505]}",node/6912820410,Arrêt de bus,Carrefour Duncan,node/6912820410
"{""type"":""Point"",""coordinates"":[-3.9983567,5.3753472]}",node/6912820411,Arrêt de bus,Carrefour Gobelet,node/6912820411
"{""type"":""Point"",""coordinates"":[-3.9973648,5.3654376]}",node/6912820414,Arrêt de bus,Farandole,node/6912820414
"{""type"":""Point"",""coordinates"":[-4.0012391,5.3574699]}",node/6912820415,Arrêt de bus,Eglise St Jacques,node/6912820415
"{""type"":""Point"",""coordinates"":[-4.0018628,5.352554]}",node/6912820416,Arrêt de bus,Hotel Palm Club,node/6912820416
"{""type"":""Point"",""coordinates"":[-4.0022742,5.3493692]}",node/6912820417,Arrêt de bus,Carrefour la Vie,node/6912820417
"{""type"":""Point"",""coordinates"":[-4.0027704,5.3445059]}",node/6912820418,Arrêt de bus,Carrefour RTI,node/6912820418
"{""type"":""Point"",""coordinates"":[-4.0255438,5.3266074]}",node/6913011676,Arrêt de bus,SICF Plateau,node/6913011676
"{""type"":""Point"",""coordinates"":[-4.073499,5.3293875]}",node/6913011677,Arrêt de bus,Gare Yopougon Koute,node/6913011677
"{""type"":""Point"",""coordinates"":[-4.043768,5.3087112]}",node/6913190444,Arrêt de bus,Sante Village,node/6913190444
"{""type"":""Point"",""coordinates"":[-4.0440879,5.3166799]}",node/6913190445,Arrêt de bus,Jerusalem,node/6913190445
"{""type"":""Point"",""coordinates"":[-4.0441167,5.3208014]}",node/6913190446,Arrêt de bus,Pharmacie Chenain,node/6913190446
"{""type"":""Point"",""coordinates"":[-4.0468311,5.3221154]}",node/6913190447,Arrêt de bus,Cite Zadi Kessi,node/6913190447
"{""type"":""Point"",""coordinates"":[-4.0550937,5.3337753]}",node/6913190452,Arrêt de bus,Poste Toit Rouge,node/6913190452
"{""type"":""Point"",""coordinates"":[-4.055093,5.3369773]}",node/6913190453,Arrêt de bus,Pharmacie Sacre Cœur,node/6913190453
"{""type"":""Point"",""coordinates"":[-4.058547,5.3401473]}",node/6913190454,Arrêt de bus,Marche Nouveau Quartier,node/6913190454
"{""type"":""Point"",""coordinates"":[-4.0608235,5.3407362]}",node/6913190455,Arrêt de bus,Nouveau Quartier FRCI,node/6913190455
"{""type"":""Point"",""coordinates"":[-4.0650474,5.3466167]}",node/6913190456,Arrêt de bus,Arret Cine Cool Rue princesse,node/6913190456
"{""type"":""Point"",""coordinates"":[-4.0678006,5.3447353]}",node/6913190457,Arrêt de bus,Mairie Selmer Yopougon,node/6913190457
"{""type"":""Point"",""coordinates"":[-4.0745628,5.3395304]}",node/6913190458,Arrêt de bus,Phamacie Wakouboue,node/6913190458
"{""type"":""Point"",""coordinates"":[-4.0806585,5.3372711]}",node/6913190461,Arrêt de bus,Terrain Sogefiha,node/6913190461
"{""type"":""Point"",""coordinates"":[-4.0757574,5.3290163]}",node/6913201898,Arrêt de bus,Carrefour Express,node/6913201898
"{""type"":""Point"",""coordinates"":[-4.0799808,5.3243321]}",node/6913201899,Arrêt de bus,Pharmacie Akadjoba,node/6913201899
"{""type"":""Point"",""coordinates"":[-4.0871836,5.3239194]}",node/6913201900,Arrêt de bus,Paroisse Saint Pierre,node/6913201900
"{""type"":""Point"",""coordinates"":[-4.0925668,5.3233739]}",node/6913201901,Arrêt de bus,Carrefour SODECI,node/6913201901
"{""type"":""Point"",""coordinates"":[-4.0944323,5.3197171]}",node/6913201902,Arrêt de bus,Marche Niangon Sud,node/6913201902
"{""type"":""Point"",""coordinates"":[-4.0947904,5.3163701]}",node/6913201903,Arrêt de bus,EPP Niangon Sud,node/6913201903
"{""type"":""Point"",""coordinates"":[-4.0928404,5.3152544]}",node/6913201904,Arrêt de bus,Cite Sicogi,node/6913201904
"{""type"":""Point"",""coordinates"":[-4.0900502,5.3160664]}",node/6913201907,Arrêt de bus,Shell Carrefour Azito,node/6913201907
"{""type"":""Point"",""coordinates"":[-4.0761376,5.3289331]}",node/6913201914,Arrêt de bus,Cabine Bleue Palais,node/6913201914
"{""type"":""Point"",""coordinates"":[-3.9973538,5.3350719]}",node/6913703799,Arrêt de bus,Maison PDCI 1,node/6913703799
"{""type"":""Point"",""coordinates"":[-3.9997195,5.3084936]}",node/6913703800,Arrêt de bus,Piscine d’État de Treichville,node/6913703800
"{""type"":""Point"",""coordinates"":[-3.9975172,5.335338]}",node/6913703803,Arrêt de bus,Maison PDCI,node/6913703803
"{""type"":""Point"",""coordinates"":[-3.9969162,5.3310313]}",node/6913703804,Arrêt de bus,Eglise Methodiste,node/6913703804
"{""type"":""Point"",""coordinates"":[-4.0646331,5.3407344]}",node/6913857611,Arrêt de bus,Station Total Selmer,node/6913857611
"{""type"":""Point"",""coordinates"":[-4.0375561,5.3443401]}",node/6913929664,Arrêt de bus,Ecole de la Marine,node/6913929664
"{""type"":""Point"",""coordinates"":[-4.0737128,5.3295615]}",node/6913929669,Arrêt de bus,Gare Yopougon Koute,node/6913929669
"{""type"":""Point"",""coordinates"":[-4.0216162,5.336708]}",node/6913931703,Arrêt de bus,Commandement Superieur,node/6913931703
"{""type"":""Point"",""coordinates"":[-3.9834587,5.403498]}",node/6915341518,Arrêt de bus,Cash Express Angre,node/6915341518
"{""type"":""Point"",""coordinates"":[-3.9893348,5.4294973]}",node/6915341520,Arrêt de bus,GS Kiyala,node/6915341520
"{""type"":""Point"",""coordinates"":[-3.9890417,5.4314084]}",node/6915341521,Arrêt de bus,Hotel Felling,node/6915341521
"{""type"":""Point"",""coordinates"":[-3.9725804,5.4564179]}",node/6915341523,Arrêt de bus,Terminus Djibi Village,node/6915341523
"{""type"":""Point"",""coordinates"":[-3.9782256,5.4454184]}",node/6915341526,Arrêt de bus,Ancien Terminus Biabou,node/6915341526
"{""type"":""Point"",""coordinates"":[-3.9811296,5.442988]}",node/6915341527,Arrêt de bus,Chapelle St Jean Baptiste,node/6915341527
"{""type"":""Point"",""coordinates"":[-3.9845566,5.4405216]}",node/6915341529,Arrêt de bus,Quincaillerie,node/6915341529
"{""type"":""Point"",""coordinates"":[-3.9884746,5.4341098]}",node/6915341533,Arrêt de bus,Pharmacie Belleville,node/6915341533
"{""type"":""Point"",""coordinates"":[-3.9896626,5.4265004]}",node/6915341537,Arrêt de bus,Arret Celeste,node/6915341537
"{""type"":""Point"",""coordinates"":[-3.9907375,5.4195245]}",node/6915341540,Arrêt de bus,34e Arrondissement,node/6915341540
"{""type"":""Point"",""coordinates"":[-3.9927819,5.4155083]}",node/6915341543,Arrêt de bus,Abobo Baoule,node/6915341543
"{""type"":""Point"",""coordinates"":[-3.990564,5.4050885]}",node/6915341547,Arrêt de bus,Bel Horizon,node/6915341547
"{""type"":""Point"",""coordinates"":[-3.96346,5.3585446]}",node/6915487638,Arrêt de bus,KM 9,node/6915487638
"{""type"":""Point"",""coordinates"":[-3.9665508,5.3568703]}",node/6915487641,Arrêt de bus,CAP NORD,node/6915487641
"{""type"":""Point"",""coordinates"":[-3.9881887,5.3502292]}",node/6915487643,Arrêt de bus,Ecole de Police,node/6915487643
"{""type"":""Point"",""coordinates"":[-3.9943092,5.3492233]}",node/6915487644,Arrêt de bus,Ecole de Gendarmerie,node/6915487644
"{""type"":""Point"",""coordinates"":[-4.0018322,5.3485522]}",node/6915487645,Arrêt de bus,Carrefour la Vie,node/6915487645
"{""type"":""Point"",""coordinates"":[-4.0185375,5.4217637]}",node/6915647682,Arrêt de bus,Mairie d'ABOBO,node/6915647682
"{""type"":""Point"",""coordinates"":[-4.0245565,5.430821]}",node/6915647684,Arrêt de bus,Mosquee Blanche,node/6915647684
"{""type"":""Point"",""coordinates"":[-3.9635319,5.3587403]}",node/6915696792,Arrêt de bus,Terminus 701 9Km,node/6915696792
"{""type"":""Point"",""coordinates"":[-3.9620358,5.3596047]}",node/6915696795,Arrêt de bus,Supermarche SMD,node/6915696795
"{""type"":""Point"",""coordinates"":[-3.9657802,5.3574857]}",node/6915696796,Arrêt de bus,Station Total riviera 3,node/6915696796
"{""type"":""Point"",""coordinates"":[-4.0446561,5.4390867]}",node/6915722686,Arrêt de bus,Gare Routiere Anokoi,node/6915722686
"{""type"":""Point"",""coordinates"":[-4.0485089,5.4434592]}",node/6915722687,Arrêt de bus,Terminus PK18 Agripac,node/6915722687
"{""type"":""Point"",""coordinates"":[-4.0510477,5.4478763]}",node/6915722688,Arrêt de bus,Ancien Terminus 76,node/6915722688
"{""type"":""Point"",""coordinates"":[-4.0529333,5.4504423]}",node/6915722689,Arrêt de bus,Ancien Marche PK18,node/6915722689
"{""type"":""Point"",""coordinates"":[-4.0546573,5.4551026]}",node/6915722690,Arrêt de bus,Carrefour Koffi Jean,node/6915722690
"{""type"":""Point"",""coordinates"":[-4.0545238,5.4578747]}",node/6915722691,Arrêt de bus,Arret Unicafe,node/6915722691
"{""type"":""Point"",""coordinates"":[-4.0544251,5.4649111]}",node/6915722692,Arrêt de bus,Arret Abossia,node/6915722692
"{""type"":""Point"",""coordinates"":[-4.0537089,5.466787]}",node/6915722694,Arrêt de bus,Carrefour Berthe,node/6915722694
"{""type"":""Point"",""coordinates"":[-4.0534983,5.4799141]}",node/6915722695,Arrêt de bus,Arret Colatier,node/6915722695
"{""type"":""Point"",""coordinates"":[-4.0514026,5.48311]}",node/6915722697,Arrêt de bus,Carrefour Cisse,node/6915722697
"{""type"":""Point"",""coordinates"":[-4.0514707,5.485584]}",node/6915722698,Arrêt de bus,Carrefour Sylla,node/6915722698
"{""type"":""Point"",""coordinates"":[-4.0515888,5.4891358]}",node/6915722699,Arrêt de bus,Carrefour Perception,node/6915722699
"{""type"":""Point"",""coordinates"":[-4.0516436,5.4903905]}",node/6915722700,Arrêt de bus,Carrefour Chateau,node/6915722700
"{""type"":""Point"",""coordinates"":[-4.051688,5.4930853]}",node/6915722704,Arrêt de bus,Coco Service,node/6915722704
"{""type"":""Point"",""coordinates"":[-4.0518116,5.4949295]}",node/6915722705,Arrêt de bus,Arret CDCI,node/6915722705
"{""type"":""Point"",""coordinates"":[-4.0514334,5.4980275]}",node/6915722709,Arrêt de bus,Carrefour Maternite,node/6915722709
"{""type"":""Point"",""coordinates"":[-4.0522635,5.5015028]}",node/6915722713,Arrêt de bus,Atlantic Microfinance,node/6915722713
"{""type"":""Point"",""coordinates"":[-4.0526314,5.5029781]}",node/6915722714,Arrêt de bus,Coopec Anyama,node/6915722714
"{""type"":""Point"",""coordinates"":[-4.0530621,5.5049677]}",node/6915722715,Arrêt de bus,Carrefour Yapokoi,node/6915722715
"{""type"":""Point"",""coordinates"":[-4.0531419,5.5064666]}",node/6915722717,Arrêt de bus,Terminus Mairie Anyama,node/6915722717
"{""type"":""Point"",""coordinates"":[-4.0521787,5.5018576]}",node/6915722722,Arrêt de bus,Foyer d'Anyama,node/6915722722
"{""type"":""Point"",""coordinates"":[-4.051458,5.4894263]}",node/6915722724,Arrêt de bus,Arret Poteau,node/6915722724
"{""type"":""Point"",""coordinates"":[-4.0538083,5.4793129]}",node/6915722727,Arrêt de bus,Impot Anyama,node/6915722727
"{""type"":""Point"",""coordinates"":[-4.054984,5.4753167]}",node/6915722728,Arrêt de bus,Carrefour Ecole,node/6915722728
"{""type"":""Point"",""coordinates"":[-4.0527933,5.4698766]}",node/6915722729,Arrêt de bus,Arret Kedjenou,node/6915722729
"{""type"":""Point"",""coordinates"":[-4.0537691,5.4612143]}",node/6915722731,Arrêt de bus,Ancienne Gendarmerie,node/6915722731
"{""type"":""Point"",""coordinates"":[-4.0507076,5.4477783]}",node/6915722735,Arrêt de bus,Pharmacie Milie Hevie PK18,node/6915722735
"{""type"":""Point"",""coordinates"":[-4.0057551,5.28758]}",node/6916152424,Arrêt de bus,Terminus 58 Cite du Port,node/6916152424
"{""type"":""Point"",""coordinates"":[-4.0084018,5.2890666]}",node/6916152425,Arrêt de bus,Pharmacie Port de Peche,node/6916152425
"{""type"":""Point"",""coordinates"":[-4.0033572,5.2961604]}",node/6916152426,Arrêt de bus,Foire de Chine Outlet,node/6916152426
"{""type"":""Point"",""coordinates"":[-4.0024768,5.2991474]}",node/6916152427,Arrêt de bus,Centre Commercial Gare Bassam Treichville,node/6916152427
"{""type"":""Point"",""coordinates"":[-4.0026565,5.3478959]}",node/6916181080,Arrêt de bus,Cite Bad,node/6916181080
"{""type"":""Point"",""coordinates"":[-3.9983308,5.3700062]}",node/6916181081,Arrêt de bus,Pharmacie les 2 Pltx,node/6916181081
"{""type"":""Point"",""coordinates"":[-3.9940399,5.4149921]}",node/6916280434,Arrêt de bus,Abobo Baoule,node/6916280434
"{""type"":""Point"",""coordinates"":[-3.9948875,5.4129627]}",node/6916280435,Arrêt de bus,Pharmacie Actuelle,node/6916280435
"{""type"":""Point"",""coordinates"":[-3.9917975,5.4078812]}",node/6916280438,Arrêt de bus,Arret Jubile,node/6916280438
"{""type"":""Point"",""coordinates"":[-3.990494,5.4055233]}",node/6916280439,Arrêt de bus,Bel Horizon,node/6916280439
"{""type"":""Point"",""coordinates"":[-3.9910264,5.4011787]}",node/6916280440,Arrêt de bus,Citydia,node/6916280440
"{""type"":""Point"",""coordinates"":[-3.9912559,5.3991454]}",node/6916280441,Arrêt de bus,Pharmacie Angre,node/6916280441
"{""type"":""Point"",""coordinates"":[-3.991524,5.3973362]}",node/6916280442,Arrêt de bus,SODECI Angre,node/6916280442
"{""type"":""Point"",""coordinates"":[-3.9918311,5.3945043]}",node/6916280443,Arrêt de bus,Glaciers les Oscars,node/6916280443
"{""type"":""Point"",""coordinates"":[-3.9927256,5.3875127]}",node/6916280444,Arrêt de bus,GM Cosmetic,node/6916280444
"{""type"":""Point"",""coordinates"":[-3.9953378,5.3796847]}",node/6916280445,Arrêt de bus,One Tech Africa,node/6916280445
"{""type"":""Point"",""coordinates"":[-3.9983542,5.3737207]}",node/6916280446,Arrêt de bus,NSIA BANK,node/6916280446
"{""type"":""Point"",""coordinates"":[-3.9981283,5.3701724]}",node/6916280447,Arrêt de bus,Pharmacie les 2 Pltx,node/6916280447
"{""type"":""Point"",""coordinates"":[-4.002571,5.3465781]}",node/6916280448,Arrêt de bus,Terminus Cite des Arts,node/6916280448
"{""type"":""Point"",""coordinates"":[-3.9865047,5.3065218]}",node/6917146061,Arrêt de bus,Carrefour Konankro,node/6917146061
"{""type"":""Point"",""coordinates"":[-3.9857063,5.3061086]}",node/6917146062,Arrêt de bus,Commissariat du 9 ème,node/6917146062
"{""type"":""Point"",""coordinates"":[-3.9812739,5.303685]}",node/6917146063,Arrêt de bus,Quartier Mokey,node/6917146063
"{""type"":""Point"",""coordinates"":[-3.9780043,5.3018615]}",node/6917146064,Arrêt de bus,Antenne Sicogi,node/6917146064
"{""type"":""Point"",""coordinates"":[-3.9759881,5.3007267]}",node/6917146065,Arrêt de bus,Marche Marcory,node/6917146065
"{""type"":""Point"",""coordinates"":[-3.9724119,5.2987367]}",node/6917146066,Arrêt de bus,Eglise Ste Bernadette,node/6917146066
"{""type"":""Point"",""coordinates"":[-3.9684289,5.2966549]}",node/6917146068,Arrêt de bus,Texaco Remblais,node/6917146068
"{""type"":""Point"",""coordinates"":[-3.9650103,5.2965895]}",node/6917146069,Arrêt de bus,Kmsi Port-Bouet 2,node/6917146069
"{""type"":""Point"",""coordinates"":[-3.9609495,5.2975502]}",node/6917146070,Arrêt de bus,St François d'Assise,node/6917146070
"{""type"":""Point"",""coordinates"":[-3.9571514,5.2983849]}",node/6917146071,Arrêt de bus,Inch Allach,node/6917146071
"{""type"":""Point"",""coordinates"":[-3.9527657,5.2993551]}",node/6917146072,Arrêt de bus,Pharmacie Prodomo,node/6917146072
"{""type"":""Point"",""coordinates"":[-3.9496587,5.3000868]}",node/6917146073,Arrêt de bus,Terminus Mesano,node/6917146073
"{""type"":""Point"",""coordinates"":[-3.948512,5.3002501]}",node/6917146075,Arrêt de bus,Lycee Ste Therese Mesano,node/6917146075
"{""type"":""Point"",""coordinates"":[-3.9502971,5.2998481]}",node/6917146076,Arrêt de bus,Station Petro Ivoire,node/6917146076
"{""type"":""Point"",""coordinates"":[-3.9585966,5.2979615]}",node/6917146078,Arrêt de bus,Baradji,node/6917146078
"{""type"":""Point"",""coordinates"":[-3.9659738,5.2962694]}",node/6917146080,Arrêt de bus,Koumassi Port-Bouet 2,node/6917146080
"{""type"":""Point"",""coordinates"":[-3.9712812,5.2980439]}",node/6917146082,Arrêt de bus,Pharmacie Bagoe,node/6917146082
"{""type"":""Point"",""coordinates"":[-3.9826647,5.3043402]}",node/6917151685,Arrêt de bus,CityDia,node/6917151685
"{""type"":""Point"",""coordinates"":[-3.988849,5.3077309]}",node/6917151687,Arrêt de bus,Arret Lamartine,node/6917151687
"{""type"":""Point"",""coordinates"":[-3.9904413,5.3084636]}",node/6917151688,Arrêt de bus,Eglise protestante bapte,node/6917151688
"{""type"":""Point"",""coordinates"":[-4.0352896,5.3106101]}",node/6919194336,Arrêt de bus,Gare Terrestre Abobodoume,node/6919194336
"{""type"":""Point"",""coordinates"":[-4.0923844,5.3270854]}",node/6919312942,Arrêt de bus,Texaco,node/6919312942
"{""type"":""Point"",""coordinates"":[-4.1099879,5.3315793]}",node/6919312945,Arrêt de bus,Cite Verte,node/6919312945
"{""type"":""Point"",""coordinates"":[-4.1058974,5.3306787]}",node/6919312946,Arrêt de bus,Paroisse St Matthieu,node/6919312946
"{""type"":""Point"",""coordinates"":[-4.1035223,5.3296893]}",node/6919312947,Arrêt de bus,BNI Lubafrique,node/6919312947
"{""type"":""Point"",""coordinates"":[-4.100539,5.3284241]}",node/6919312948,Arrêt de bus,Ancien Terminus 044,node/6919312948
"{""type"":""Point"",""coordinates"":[-4.0976201,5.3278005]}",node/6919312949,Arrêt de bus,Paroisse Sainte Rita,node/6919312949
"{""type"":""Point"",""coordinates"":[-4.0812954,5.3241547]}",node/6919312950,Arrêt de bus,Laurent Mandjo,node/6919312950
"{""type"":""Point"",""coordinates"":[-4.0669544,5.3241224]}",node/6919327589,Arrêt de bus,Carrefour Petit Toit Rouge,node/6919327589
"{""type"":""Point"",""coordinates"":[-4.0761933,5.325455]}",node/6919327591,Arrêt de bus,Palais de Justice Yopougon,node/6919327591
"{""type"":""Point"",""coordinates"":[-3.9843455,5.2989802]}",node/6919758025,Arrêt de bus,Orca,node/6919758025
"{""type"":""Point"",""coordinates"":[-3.9792079,5.2961308]}",node/6919758026,Arrêt de bus,Pharmacie Tiacoh,node/6919758026
"{""type"":""Point"",""coordinates"":[-3.9761133,5.2944182]}",node/6919758027,Arrêt de bus,Clinique la Madone,node/6919758027
"{""type"":""Point"",""coordinates"":[-3.973561,5.2930364]}",node/6919758028,Arrêt de bus,Shell Blvd Gabon,node/6919758028
"{""type"":""Point"",""coordinates"":[-3.9712223,5.2927669]}",node/6919758029,Arrêt de bus,Pharmacie du Gabon,node/6919758029
"{""type"":""Point"",""coordinates"":[-3.9690283,5.2932236]}",node/6919758030,Arrêt de bus,Pharmacie Soleil,node/6919758030
"{""type"":""Point"",""coordinates"":[-3.965356,5.2940572]}",node/6919758031,Arrêt de bus,Pharmacie Iroko,node/6919758031
"{""type"":""Point"",""coordinates"":[-3.960378,5.295194]}",node/6919758032,Arrêt de bus,Pharmacie St François,node/6919758032
"{""type"":""Point"",""coordinates"":[-3.9565104,5.2961331]}",node/6919758033,Arrêt de bus,UTB Koumassi,node/6919758033
"{""type"":""Point"",""coordinates"":[-3.9526269,5.297599]}",node/6919758034,Arrêt de bus,1ere Entree Sogefia,node/6919758034
"{""type"":""Point"",""coordinates"":[-3.9476715,5.2987485]}",node/6919758035,Arrêt de bus,Garage Akwaba,node/6919758035
"{""type"":""Point"",""coordinates"":[-3.9469718,5.3015611]}",node/6919758036,Arrêt de bus,Cours la Source,node/6919758036
"{""type"":""Point"",""coordinates"":[-3.9466929,5.3077511]}",node/6919758038,Arrêt de bus,College Bon Samaritain,node/6919758038
"{""type"":""Point"",""coordinates"":[-3.9473289,5.3099048]}",node/6919758039,Arrêt de bus,Pharmacie Fanny,node/6919758039
"{""type"":""Point"",""coordinates"":[-3.9448619,5.3109373]}",node/6919758041,Arrêt de bus,Terminus Koumassi Nord-Est,node/6919758041
"{""type"":""Point"",""coordinates"":[-4.0107674,5.3025653]}",node/6924851825,Arrêt de bus,Avenue 18 Rue 12,node/6924851825
"{""type"":""Point"",""coordinates"":[-4.0112496,5.303978]}",node/6924851826,Arrêt de bus,Avenue 14 Rue 12,node/6924851826
"{""type"":""Point"",""coordinates"":[-4.0006757,5.3028704]}",node/6924851828,Arrêt de bus,Terminus Entente,node/6924851828
"{""type"":""Point"",""coordinates"":[-4.0016802,5.3015791]}",node/6924851829,Arrêt de bus,Cite Arras 3,node/6924851829
